,company_name,rating,company_reviews,company_age,number_of_employees
20889,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
20890,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
20891,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
20892,Tata Motors,4.1,(12.5k Reviews),78 years old,10k-50k Employees (India)
20893,Flipkart,4.2,(12.8k Reviews),16 years old,10k-50k Employees (India)
20894,WNS,3.7,(7.4k Reviews),27 years old,10k-50k Employees (India)
20895,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
20896,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
20897,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
20898,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
20899,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
20900,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
20901,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
20902,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
20903,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
20904,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
20905,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
20906,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
20907,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
20908,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
20909,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
20910,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
20911,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
20912,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
20913,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
20914,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
20915,Reliance Retail,4.1,(18.2k Reviews),17 years old,1 Lakh+ Employees (Global)
20916,Kotak Mahindra B...,3.9,(14.2k Reviews),20 years old,10k-50k Employees (India)
20917,Deloitte,4.1,(11k Reviews),178 years old,10k-50k Employees (India)
20918,Reliance Industr...,4.1,(47.7k Reviews),50 years old,10k-50k Employees (India)
20919,Bharti Airtel,4.1,(12.9k Reviews),28 years old,10k-50k Employees (India)
20920,BYJU'S,3.4,(14.4k Reviews),12 years old,1k-5k Employees (India)
20921,Tata Motors,4.1,(12.5k Reviews),78 years old,10k-50k Employees (India)
20922,Flipkart,4.2,(12.8k Reviews),16 years old,10k-50k Employees (India)
20923,WNS,3.7,(7.4k Reviews),27 years old,10k-50k Employees (India)
20924,IndusInd Bank,3.8,(7k Reviews),29 years old,10k-50k Employees (India)
20925,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
20926,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
20927,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
20928,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
20929,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
20930,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
20931,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
20932,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
20933,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
20934,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
20935,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
20936,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
20937,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
20938,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
20939,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
20940,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
20941,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
20942,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
20943,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
20944,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
20945,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
20946,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
20947,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
20948,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
20949,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
20950,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
20951,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
20952,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
20953,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
20954,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
20955,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
20956,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
20957,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
20958,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
20959,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
20960,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
20961,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
20962,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
20963,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
20964,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
20965,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
20966,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
20967,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
20968,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
20969,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
20970,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
20971,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
20972,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
20973,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
20974,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
20975,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
20976,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
20977,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
20978,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
20979,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
20980,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
20981,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
20982,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
20983,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
20984,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
20985,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
20986,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
20987,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
20988,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
20989,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
20990,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
20991,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
20992,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
20993,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
20994,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
20995,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
20996,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
20997,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
20998,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
20999,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
21000,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
21001,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
21002,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
21003,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
21004,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
21005,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
21006,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
21007,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
21008,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
21009,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
21010,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
21011,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
21012,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
21013,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
21014,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
21015,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
21016,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
21017,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
21018,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
21019,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
21020,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
21021,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
21022,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
21023,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
21024,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
21025,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
21026,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
21027,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
21028,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
21029,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
21030,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
21031,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
21032,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
21033,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
21034,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
21035,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
21036,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
21037,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
21038,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
21039,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
21040,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
21041,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
21042,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
21043,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
21044,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
21045,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
21046,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
21047,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
21048,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
21049,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
21050,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
21051,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
21052,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
21053,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
21054,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
21055,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
21056,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
21057,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
21058,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
21059,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
21060,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
21061,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
21062,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
21063,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
21064,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
21065,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
21066,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
21067,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
21068,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
21069,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
21070,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
21071,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
21072,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
21073,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
21074,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
21075,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
21076,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
21077,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
21078,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
21079,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
21080,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
21081,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
21082,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
21083,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
21084,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
21085,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
21086,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
21087,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
21088,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
21089,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
21090,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
21091,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
21092,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
21093,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
21094,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
21095,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
21096,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
21097,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
21098,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
21099,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
21100,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
21101,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
21102,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
21103,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
21104,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
21105,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
21106,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
21107,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
21108,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
21109,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
21110,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
21111,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
21112,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
21113,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
21114,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
21115,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
21116,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
21117,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
21118,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
21119,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
21120,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
21121,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
21122,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
21123,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
21124,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
21125,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
21126,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
21127,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
21128,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
21129,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
21130,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
21131,Larsen & Toubro ...,4.1,(25.4k Reviews),77 years old,10k-50k Employees (India)
21132,HDB Financial Se...,4.0,(14k Reviews),16 years old,1 Lakh+ Employees (India)
21133,Vodafone Idea,4.2,(13.6k Reviews),5 years old,10k-50k Employees (India)
21134,Teleperformance,3.6,(15.3k Reviews),45 years old,50k-1 Lakh Employees (India)
21135,TCS,3.9,(54.2k Reviews),55 years old,1 Lakh+ Employees (India)
21136,Accenture,4.1,(34.4k Reviews),34 years old,1 Lakh+ Employees (India)
21137,Cognizant,3.9,(31.6k Reviews),29 years old,1 Lakh+ Employees (India)
21138,ICICI Bank,4.0,(35.5k Reviews),29 years old,1 Lakh+ Employees (India)
21139,HDFC Bank,4.0,(41.8k Reviews),29 years old,50k-1 Lakh Employees (India)
21140,Wipro,3.9,(30.9k Reviews),78 years old,1 Lakh+ Employees (India)
21141,Infosys,3.9,(30.1k Reviews),42 years old,1 Lakh+ Employees (India)
21142,Capgemini,3.9,(25.5k Reviews),56 years old,1 Lakh+ Employees (India)
21143,Tech Mahindra,3.7,(22.9k Reviews),37 years old,50k-1 Lakh Employees (India)
21144,Genpact,4.0,(20.6k Reviews),26 years old,50k-1 Lakh Employees (India)
21145,HCLTech,3.8,(19.8k Reviews),32 years old,1 Lakh+ Employees (India)
21146,Amazon,4.2,(19.8k Reviews),29 years old,1 Lakh+ Employees (India)
21147,Axis Bank,3.9,(19.6k Reviews),30 years old,50k-1 Lakh Employees (India)
21148,Concentrix Corpo...,4.0,(15.8k Reviews),40 years old,10k-50k Employees (India)
21149,IBM,4.2,(16k Reviews),112 years old,1 Lakh+ Employees (India)
21150,Reliance Jio,4.0,(15.6k Reviews),16 years old,50k-1 Lakh Employees (India)
